S.No,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Target,Target_Label
332,MADHYA PRADESH,SHIVPURI,2001,72,11,14,172,2,26,0,1202,LOW
333,MADHYA PRADESH,SIDHI,2001,42,30,27,105,2,66,0,1025,LOW
334,MADHYA PRADESH,SIHORE,2001,59,27,5,130,17,45,0,1048,LOW
335,MADHYA PRADESH,TIKAMGARH,2001,86,4,15,177,2,27,0,1295,LOW
336,MADHYA PRADESH,UJJAIN,2001,59,33,7,161,33,109,0,1321,LOW
337,MADHYA PRADESH,UMARIYA,2001,25,2,2,61,5,21,0,425,LOW
338,MADHYA PRADESH,VIDISHA,2001,112,6,13,245,22,56,0,1755,LOW
339,MAHARASHTRA,AHMEDNAGAR,2001,44,25,0,74,2,496,0,1624,LOW
340,MAHARASHTRA,AKOLA,2001,15,14,2,109,7,189,0,885,LOW
341,MAHARASHTRA,AMRAVATI COMMR.,2001,23,23,10,43,26,55,0,578,LOW
342,MAHARASHTRA,AMRAVATI RURAL,2001,42,25,4,99,38,92,0,937,LOW
343,MAHARASHTRA,AURANGABAD COMMR.,2001,14,14,4,33,12,102,0,493,LOW
344,MAHARASHTRA,AURANGABAD RURAL,2001,28,6,6,53,12,247,0,921,LOW
345,MAHARASHTRA,BEED,2001,22,15,2,78,15,177,0,829,LOW
346,MAHARASHTRA,BHANDARA,2001,39,1,5,71,37,60,0,677,LOW
347,MAHARASHTRA,BULDHANA,2001,22,18,35,118,21,223,0,1257,LOW
348,MAHARASHTRA,CHANDRAPUR,2001,43,7,2,102,28,144,0,963,LOW
349,MAHARASHTRA,DHULE,2001,16,6,6,17,8,127,0,485,LOW
350,MAHARASHTRA,GADCHIROLI,2001,27,6,0,55,17,57,0,509,LOW
351,MAHARASHTRA,GONDIA,2001,23,17,4,85,22,80,0,690,LOW
352,MAHARASHTRA,HINGOLI,2001,20,8,2,44,4,134,0,588,LOW
353,MAHARASHTRA,JALGAON,2001,19,12,5,76,31,389,0,1248,LOW
354,MAHARASHTRA,JALNA,2001,16,8,5,56,7,172,0,693,LOW
355,MAHARASHTRA,KOLHAPUR,2001,26,13,19,46,7,80,0,653,LOW
356,MAHARASHTRA,LATUR,2001,7,22,38,50,7,150,0,822,LOW
357,MAHARASHTRA,MUMBAI,2001,127,12,18,274,44,198,0,2307,LOW
358,MAHARASHTRA,MUMBAI RLY.,2001,2,0,0,5,0,0,0,29,LOW
359,MAHARASHTRA,NAGPUR COMMR.,2001,39,51,7,75,56,218,0,1236,LOW
360,MAHARASHTRA,NAGPUR RLY.,2001,2,0,2,4,0,0,0,38,LOW
361,MAHARASHTRA,NAGPUR RURAL,2001,81,16,3,131,294,141,0,1618,LOW
362,MAHARASHTRA,NANDED,2001,23,36,21,85,22,202,0,1112,LOW
363,MAHARASHTRA,NANDURBAR,2001,16,6,2,27,1,78,0,386,LOW
364,MAHARASHTRA,NASIK COMMR.,2001,9,9,3,19,2,99,0,374,LOW
365,MAHARASHTRA,NASIK RURAL,2001,39,10,7,74,37,339,0,1292,LOW
366,MAHARASHTRA,NAVI MUMBAI,2001,17,7,5,23,5,57,0,365,LOW
367,MAHARASHTRA,OSMANABAD,2001,16,7,2,52,6,102,0,518,LOW
368,MAHARASHTRA,PARBHANI,2001,25,16,1,57,10,120,0,666,LOW
369,MAHARASHTRA,PUNE COMMR.,2001,56,28,2,54,105,147,1,1082,LOW
370,MAHARASHTRA,PUNE RLY.,2001,0,0,0,3,0,0,0,9,LOW
371,MAHARASHTRA,PUNE RURAL,2001,42,17,5,64,11,165,0,925,LOW
372,MAHARASHTRA,RAIGAD,2001,20,1,1,29,7,55,0,354,LOW
373,MAHARASHTRA,RATNAGIRI,2001,10,4,0,32,19,62,0,325,LOW
374,MAHARASHTRA,SANGLI,2001,32,8,12,54,22,96,0,704,LOW
375,MAHARASHTRA,SATARA,2001,32,7,13,49,9,179,0,844,LOW
376,MAHARASHTRA,SINDHUDURG,2001,7,2,0,20,13,8,0,146,LOW
377,MAHARASHTRA,SOLAPUR COMMR.,2001,16,11,6,15,4,62,0,365,LOW
378,MAHARASHTRA,SOLAPUR RURAL,2001,35,14,6,40,12,90,0,649,LOW
379,MAHARASHTRA,THANE COMMR.,2001,39,37,6,69,43,212,0,1131,LOW
380,MAHARASHTRA,THANE RURAL,2001,65,16,6,76,25,104,0,1016,LOW
381,MAHARASHTRA,WARDHA,2001,35,12,9,98,35,89,0,854,LOW
382,MAHARASHTRA,WASHIM,2001,15,13,10,60,10,116,0,639,LOW
383,MAHARASHTRA,YAVATMAL,2001,56,31,12,125,27,177,0,1344,LOW
384,MANIPUR,BISHNUPUR,2001,1,3,0,0,0,1,0,21,LOW
385,MANIPUR,CHANDEL,2001,0,1,0,0,0,0,0,4,LOW
386,MANIPUR,CHURACHANDPUR,2001,1,0,0,0,0,0,0,7,LOW
387,MANIPUR,IMPHAL(EAST),2001,7,6,0,2,0,1,0,81,LOW
388,MANIPUR,IMPHAL(WEST),2001,7,37,0,17,0,3,0,254,LOW
389,MANIPUR,SENAPATI,2001,0,0,0,0,0,0,0,0,LOW
390,MANIPUR,TAMENGLONG,2001,0,0,0,0,0,0,0,0,LOW
391,MANIPUR,THOUBAL,2001,4,14,0,1,0,0,0,87,LOW
392,MANIPUR,UKHRUL,2001,0,1,0,1,0,0,0,7,LOW
393,MEGHALAYA,GARO HILLS EAST,2001,2,0,0,2,0,0,0,20,LOW
394,MEGHALAYA,GARO HILLS SOUTH,2001,1,0,0,0,0,1,0,9,LOW
395,MEGHALAYA,GARO HILLS WEST,2001,5,0,0,8,0,0,0,59,LOW
396,MEGHALAYA,JAINTIA HILLS,2001,7,4,0,3,0,0,0,74,LOW
397,MEGHALAYA,KHASI HILLS EAST,2001,5,5,0,8,0,3,0,85,LOW
398,MEGHALAYA,KHASI HILLS WEST,2001,4,0,0,2,0,0,0,34,LOW
399,MEGHALAYA,RI-BHOI,2001,2,2,0,2,0,0,0,28,LOW
400,MIZORAM,AIZAWL,2001,26,0,0,13,0,1,0,223,LOW
401,MIZORAM,CHAMPHAI,2001,7,0,0,7,0,0,0,70,LOW
402,MIZORAM,KOLASIB,2001,6,0,0,15,0,0,0,87,LOW
403,MIZORAM,LAWNGTLAI,2001,2,0,0,0,0,0,0,14,LOW
404,MIZORAM,LUNGLEI,2001,3,0,0,11,0,0,0,54,LOW
405,MIZORAM,MAMIT,2001,0,0,0,0,0,15,2,40,LOW
406,MIZORAM,SAIHA,2001,3,0,0,6,0,0,0,39,LOW
407,MIZORAM,SERCHHIP,2001,5,1,0,0,0,0,1,44,LOW
408,NAGALAND,DIMAPUR,2001,4,4,0,0,0,0,0,44,LOW
409,NAGALAND,KIPHIRE,2001,0,0,0,0,0,0,0,0,LOW
410,NAGALAND,KOHIMA,2001,6,0,0,6,0,0,0,60,LOW
411,NAGALAND,MOKOKCHUNG,2001,1,0,0,0,0,0,0,7,LOW
412,NAGALAND,MON,2001,2,2,0,0,0,0,0,22,LOW
413,NAGALAND,PEREN,2001,0,0,0,0,0,0,0,0,LOW
414,NAGALAND,PHEK,2001,1,0,0,0,0,0,0,7,LOW
415,NAGALAND,TUENSANG,2001,0,0,0,0,0,0,0,0,LOW
416,NAGALAND,WOKHA,2001,1,0,0,0,0,0,0,7,LOW
417,NAGALAND,ZUNHEBOTO,2001,2,0,0,0,0,0,0,14,LOW
418,ODISHA,ANGUL,2001,33,5,8,90,0,53,0,675,LOW
419,ODISHA,BALASORE,2001,58,32,36,92,9,68,0,1171,LOW
420,ODISHA,BARAGARH,2001,19,8,0,41,2,30,0,350,LOW
421,ODISHA,BERHAMPUR,2001,10,10,4,41,6,29,0,321,LOW
422,ODISHA,BHADRAK,2001,35,18,23,29,5,79,0,705,LOW
423,ODISHA,BOLANGIR,2001,19,16,4,91,11,61,0,627,LOW
424,ODISHA,BOUDH,2001,6,5,1,21,3,6,0,146,LOW
425,ODISHA,CUTTACK,2001,34,33,39,42,1,125,0,981,LOW
426,ODISHA,DEOGARH,2001,8,4,2,33,0,8,0,199,LOW
427,ODISHA,DHENKANAL,2001,15,7,14,82,5,31,0,530,LOW
428,ODISHA,GAJAPATI,2001,10,3,1,13,2,7,0,143,LOW
429,ODISHA,GANJAM,2001,22,10,1,102,6,9,0,530,LOW
430,ODISHA,JAGATSINGHPUR,2001,12,16,16,13,2,30,0,345,LOW
431,ODISHA,JAJPUR,2001,24,14,16,16,3,42,0,455,LOW
432,ODISHA,JHARSUGUDA,2001,12,5,4,39,1,13,0,272,LOW
433,ODISHA,KALAHANDI,2001,30,17,0,22,5,9,0,367,LOW
434,ODISHA,KANDHAMAL,2001,34,25,4,95,15,29,0,720,LOW
435,ODISHA,KENDRAPARA,2001,11,15,24,66,176,57,0,769,LOW
436,ODISHA,KEONJHAR,2001,38,19,4,127,16,41,0,845,LOW
437,ODISHA,KHURDA,2001,65,32,11,28,9,171,0,1084,LOW
438,ODISHA,KORAPUT,2001,38,13,7,56,124,132,0,916,LOW
439,ODISHA,MALKANGIR,2001,14,5,0,27,0,12,0,223,LOW
440,ODISHA,MAYURBHANJ,2001,77,31,19,141,0,74,0,1348,LOW
441,ODISHA,NAYAGARH,2001,17,18,14,11,3,9,0,329,LOW
442,ODISHA,NOWRANGPUR,2001,13,3,0,41,7,13,0,259,LOW
443,ODISHA,NUAPADA,2001,9,2,0,16,5,17,0,158,LOW
444,ODISHA,PURI,2001,41,24,29,13,0,32,0,660,LOW
445,ODISHA,RAYAGADA,2001,9,0,1,33,2,26,0,222,LOW
446,ODISHA,ROURKELA,2001,12,6,2,35,13,17,0,272,LOW
447,ODISHA,SAMBALPUR,2001,18,9,0,82,9,18,0,453,LOW
448,ODISHA,SONEPUR,2001,8,4,6,28,4,11,0,218,LOW
449,ODISHA,SRP(CUTTACK),2001,1,3,0,5,4,0,0,38,LOW
450,ODISHA,SRP(ROURKELA),2001,2,3,0,2,0,0,0,32,LOW
451,ODISHA,SUNDARGARH,2001,36,19,4,82,10,7,0,622,LOW
452,PUNJAB,AMRITSAR,2001,9,26,7,9,0,77,0,390,LOW
453,PUNJAB,BARNALA,2001,12,13,6,13,0,24,0,259,LOW
454,PUNJAB,BATALA,2001,8,4,6,1,0,19,0,149,LOW
455,PUNJAB,BHATINDA,2001,13,9,4,15,0,57,0,310,LOW
456,PUNJAB,FARIDKOT,2001,6,7,4,11,0,20,0,167,LOW
457,PUNJAB,FATEHGARH SAHIB,2001,11,6,4,4,1,7,0,152,LOW
458,PUNJAB,FEROZEPUR,2001,22,7,11,17,0,22,0,343,LOW
459,PUNJAB,G.R.P,2001,0,0,3,1,0,0,0,21,LOW
460,PUNJAB,GURDASPUR,2001,12,14,6,4,0,21,0,230,LOW
461,PUNJAB,HOSHIARPUR,2001,19,13,12,13,0,46,0,388,LOW
462,PUNJAB,JAGRAON,2001,19,11,7,3,2,27,0,284,LOW
463,PUNJAB,JALANDHAR,2001,21,49,17,16,2,104,0,703,LOW
464,PUNJAB,KAPURTHALA,2001,8,9,2,20,0,34,0,232,LOW
465,PUNJAB,KHANNA,2001,6,1,4,0,0,15,0,100,LOW
466,PUNJAB,LUDHIANA,2001,38,46,11,46,13,249,0,1165,LOW
467,PUNJAB,MAJITHA,2001,9,6,9,8,0,20,0,205,LOW
468,PUNJAB,MANSA,2001,6,4,2,3,0,3,0,85,LOW
469,PUNJAB,MOGA,2001,11,9,6,8,2,25,0,225,LOW
470,PUNJAB,MUKTSAR,2001,3,2,1,2,0,16,0,73,LOW
471,PUNJAB,NAWAN SHAHR,2001,11,8,4,8,0,14,0,185,LOW
472,PUNJAB,PATIALA,2001,23,46,10,128,19,232,0,1272,LOW
473,PUNJAB,ROPAR,2001,6,6,5,13,4,33,0,205,LOW
474,PUNJAB,SANGRUR,2001,15,18,10,18,4,36,0,367,LOW
475,PUNJAB,TARN TARAN,2001,10,10,8,11,0,27,0,245,LOW
476,RAJASTHAN,AJMER,2001,16,125,12,95,0,236,0,1441,LOW
477,RAJASTHAN,ALWAR,2001,34,87,43,124,0,235,0,1686,LOW
478,RAJASTHAN,BANSWARA,2001,90,59,10,112,1,151,0,1565,LOW
479,RAJASTHAN,BARAN,2001,81,94,3,219,5,124,0,1871,LOW
480,RAJASTHAN,BARMER,2001,13,14,13,71,0,45,0,528,LOW
481,RAJASTHAN,BHARATPUR,2001,48,103,24,77,0,209,0,1541,LOW
482,RAJASTHAN,BHILWARA,2001,42,223,5,126,3,312,0,2221,LOW
483,RAJASTHAN,BIKANER,2001,35,34,13,53,0,153,0,924,LOW
484,RAJASTHAN,BUNDI,2001,36,103,2,164,6,157,0,1488,LOW
485,RAJASTHAN,CHITTORGARH,2001,67,169,7,112,5,384,0,2296,LOW
486,RAJASTHAN,CHURU,2001,24,14,8,73,3,174,0,842,LOW
487,RAJASTHAN,DAUSA,2001,9,26,8,31,0,60,0,428,LOW
488,RAJASTHAN,DHOLPUR,2001,24,33,21,34,0,93,0,714,LOW
489,RAJASTHAN,DUNGARPUR,2001,17,50,3,56,0,60,0,625,LOW
490,RAJASTHAN,G.R.P.,2001,1,4,0,14,0,0,0,65,LOW
491,RAJASTHAN,GANGANAGAR,2001,55,65,13,118,2,375,0,1829,LOW
492,RAJASTHAN,HANUMANGARH,2001,35,22,20,98,0,241,0,1229,LOW
493,RAJASTHAN,JAIPUR,2001,61,203,29,179,1,453,0,2857,LOW
494,RAJASTHAN,JAISALMER,2001,2,7,3,21,0,16,0,155,LOW
495,RAJASTHAN,JALORE,2001,10,20,12,61,0,96,0,597,LOW
496,RAJASTHAN,JHALAWAR,2001,65,57,8,144,10,224,0,1621,LOW
497,RAJASTHAN,JHUNJHUNU,2001,19,25,0,50,0,125,0,633,LOW
498,RAJASTHAN,JODHPUR,2001,20,53,12,128,3,263,1,1342,LOW
499,RAJASTHAN,KARAULI,2001,21,50,10,37,0,66,0,650,LOW
500,RAJASTHAN,KOTA,2001,50,116,17,203,6,319,0,2169,LOW
501,RAJASTHAN,NAGAUR,2001,22,34,14,65,0,102,0,773,LOW
502,RAJASTHAN,PALI,2001,25,61,15,115,2,196,0,1248,LOW
503,RAJASTHAN,RAJSAMAND,2001,13,63,6,40,1,104,0,708,LOW
504,RAJASTHAN,SAWAI MADHOPUR,2001,19,42,6,49,0,97,0,678,LOW
505,RAJASTHAN,SIKAR,2001,13,22,15,28,0,114,0,581,LOW
506,RAJASTHAN,SIROHI,2001,22,19,8,29,0,79,0,523,LOW
507,RAJASTHAN,TONK,2001,17,50,7,84,6,142,0,903,LOW
508,RAJASTHAN,UDAIPUR,2001,43,118,9,68,2,127,0,1287,LOW
509,SIKKIM,EAST,2001,7,1,0,0,8,0,0,61,LOW
510,SIKKIM,NORTH,2001,0,0,0,0,0,0,0,0,LOW
511,SIKKIM,SOUTH,2001,1,0,0,0,4,0,0,11,LOW
512,SIKKIM,WEST,2001,0,1,0,0,2,0,0,6,LOW
513,TAMIL NADU,ARIYALUR,2001,6,14,3,38,4,8,0,250,LOW
514,TAMIL NADU,CHENGAI,2001,20,8,16,58,8,57,0,564,LOW
515,TAMIL NADU,CHENNAI,2001,28,0,13,70,209,111,0,915,LOW
516,TAMIL NADU,CHENNAI RLY.,2001,0,0,0,5,0,2,0,19,LOW
517,TAMIL NADU,COIMBATORE RURAL,2001,18,27,16,75,25,49,0,678,LOW
518,TAMIL NADU,COIMBATORE URBAN,2001,4,10,5,19,38,28,0,249,LOW
519,TAMIL NADU,CUDDALORE,2001,16,2,9,137,50,21,0,677,LOW
520,TAMIL NADU,DHARMAPURI,2001,17,30,6,65,8,18,0,514,LOW
521,TAMIL NADU,DINDIGUL,2001,14,35,8,48,11,8,5,482,LOW
522,TAMIL NADU,ERODE,2001,9,14,4,72,16,25,0,425,LOW
523,TAMIL NADU,KANCHIPURAM,2001,21,9,6,30,9,12,9,387,LOW
524,TAMIL NADU,KANYAKUMARI,2001,6,9,5,27,170,29,0,417,LOW
525,TAMIL NADU,KARUR,2001,4,8,2,21,2,14,0,165,LOW
526,TAMIL NADU,MADURAI RURAL,2001,13,23,5,52,8,69,0,515,LOW
527,TAMIL NADU,MADURAI URBAN,2001,2,18,12,20,52,24,0,318,LOW
528,TAMIL NADU,NAGAPATTINAM,2001,12,25,4,55,13,8,0,402,LOW
529,TAMIL NADU,NAMAKKAL,2001,7,16,4,39,13,18,0,303,LOW
530,TAMIL NADU,NILGIRIS,2001,8,5,2,6,5,16,0,143,LOW
531,TAMIL NADU,PERAMBALUR,2001,3,11,0,18,0,12,0,143,LOW
532,TAMIL NADU,PUDUKOTTAI,2001,5,24,2,32,4,25,0,293,LOW
533,TAMIL NADU,RAMNATHAPURAM,2001,13,17,4,59,12,16,0,404,LOW
534,TAMIL NADU,SALEM RURAL,2001,8,29,8,53,7,7,0,400,LOW
535,TAMIL NADU,SALEM URBAN,2001,2,10,3,7,13,11,0,128,LOW
536,TAMIL NADU,SIVAGANGAI,2001,5,10,4,17,2,9,0,170,LOW
537,TAMIL NADU,THANJAVUR,2001,0,34,0,53,46,31,0,403,LOW
538,TAMIL NADU,THENI,2001,4,7,4,29,8,9,0,193,LOW
539,TAMIL NADU,THIRUNELVELI RURAL,2001,57,53,3,155,62,13,0,1182,LOW
540,TAMIL NADU,THIRUNELVELI URBAN,2001,3,10,0,2,21,6,0,100,LOW
541,TAMIL NADU,THIRUVALLUR,2001,16,11,6,70,17,16,0,451,LOW
542,TAMIL NADU,THIRUVANNAMALAI,2001,5,33,1,53,9,18,0,377,LOW
543,TAMIL NADU,THIRUVARUR,2001,7,26,4,50,18,2,0,349,LOW
544,TAMIL NADU,THOOTHUGUDI,2001,12,0,1,94,47,36,0,491,LOW
545,TAMIL NADU,TRICHY RLY.,2001,0,0,0,0,3,0,0,3,LOW
546,TAMIL NADU,TRICHY RURAL,2001,6,17,3,22,5,2,0,203,LOW
547,TAMIL NADU,TRICHY URBAN,2001,5,6,4,9,51,18,0,197,LOW
548,TAMIL NADU,VELLORE,2001,13,0,8,54,16,5,0,327,LOW
549,TAMIL NADU,VILLUPURAM,2001,37,37,14,78,20,42,0,829,LOW
550,TAMIL NADU,VIRUDHUNAGAR,2001,17,19,2,81,10,20,0,500,LOW
551,TRIPURA,DHALAI,2001,11,0,2,4,0,11,0,123,LOW
552,TRIPURA,NORTH,2001,29,11,3,16,0,60,0,433,LOW
553,TRIPURA,SOUTH,2001,29,7,5,18,0,59,0,433,LOW
554,TRIPURA,WEST,2001,33,17,6,20,0,97,0,589,LOW
555,UTTAR PRADESH,AGRA,2001,66,132,63,110,114,327,0,2466,LOW
556,UTTAR PRADESH,ALIGARH,2001,50,78,44,90,54,258,0,1766,LOW
557,UTTAR PRADESH,ALLAHABAD,2001,42,75,56,85,105,226,0,1742,LOW
558,UTTAR PRADESH,AMBEDKAR NAGAR,2001,19,29,14,15,9,87,0,561,LOW
559,UTTAR PRADESH,AURAIYA,2001,11,25,21,13,7,26,0,401,LOW
560,UTTAR PRADESH,AZAMGARH,2001,11,41,32,14,15,81,0,652,LOW
561,UTTAR PRADESH,BADAUN,2001,47,41,62,51,14,76,0,1184,LOW
562,UTTAR PRADESH,BAGHPAT,2001,15,17,20,18,12,64,0,487,LOW
563,UTTAR PRADESH,BAHRAICH,2001,14,19,19,15,17,62,0,474,LOW
564,UTTAR PRADESH,BALLIA,2001,18,17,19,7,22,35,0,421,LOW
565,UTTAR PRADESH,BALRAMPUR,2001,8,19,12,23,11,30,0,344,LOW
566,UTTAR PRADESH,BANDA,2001,27,18,21,51,18,50,0,658,LOW
567,UTTAR PRADESH,BARABANKI,2001,41,55,35,37,21,188,0,1225,LOW
568,UTTAR PRADESH,BAREILLY,2001,93,98,57,110,40,421,0,2597,LOW
569,UTTAR PRADESH,BASTI,2001,18,23,22,28,12,48,0,542,LOW
570,UTTAR PRADESH,BIJNOR,2001,38,59,31,67,38,230,0,1387,LOW
571,UTTAR PRADESH,BULANDSHAHAR,2001,31,64,45,71,219,227,0,1629,LOW
572,UTTAR PRADESH,CHANDOLI,2001,4,11,16,13,0,22,0,251,LOW
573,UTTAR PRADESH,CHITRAKOOT DHAM,2001,8,3,8,16,4,2,0,172,LOW
574,UTTAR PRADESH,DEORIA,2001,7,33,27,15,15,44,0,491,LOW
575,UTTAR PRADESH,ETAH,2001,57,59,68,68,24,156,0,1583,LOW
576,UTTAR PRADESH,ETAWAH,2001,20,22,29,25,26,52,0,607,LOW
577,UTTAR PRADESH,FAIZABAD,2001,22,26,17,24,18,49,0,548,LOW
578,UTTAR PRADESH,FATEHGARH,2001,9,38,22,23,28,93,0,630,LOW
579,UTTAR PRADESH,FATEHPUR,2001,28,27,46,25,15,59,0,788,LOW
580,UTTAR PRADESH,FIROZABAD,2001,22,59,48,33,69,89,0,1024,LOW
581,UTTAR PRADESH,G.R.P.,2001,2,2,1,18,71,1,0,155,LOW
582,UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,16,30,17,39,40,54,0,599,LOW
583,UTTAR PRADESH,GHAZIABAD,2001,31,79,33,54,138,140,0,1311,LOW
584,UTTAR PRADESH,GHAZIPUR,2001,6,19,22,18,29,56,0,445,LOW
585,UTTAR PRADESH,GONDA,2001,18,21,26,19,13,46,0,528,LOW
586,UTTAR PRADESH,GORAKHPUR,2001,13,52,16,25,36,52,0,610,LOW
587,UTTAR PRADESH,HAMIRPUR,2001,14,16,22,32,7,25,0,447,LOW
588,UTTAR PRADESH,HARDOI,2001,70,60,63,86,21,136,0,1659,LOW
589,UTTAR PRADESH,HATHRAS,2001,16,26,31,63,26,93,0,803,LOW
590,UTTAR PRADESH,J.P.NAGAR,2001,23,36,14,35,22,98,0,712,LOW
591,UTTAR PRADESH,JALAUN,2001,6,14,29,40,21,65,0,543,LOW
592,UTTAR PRADESH,JAUNPUR,2001,11,15,43,21,19,85,0,647,LOW
593,UTTAR PRADESH,JHANSI,2001,18,20,31,32,30,69,0,656,LOW
594,UTTAR PRADESH,KANNAUJ,2001,8,19,22,18,7,63,0,451,LOW
595,UTTAR PRADESH,KANPUR DEHAT,2001,21,34,39,45,7,79,0,817,LOW
596,UTTAR PRADESH,KANPUR NAGAR,2001,47,176,64,106,213,356,0,2660,LOW
597,UTTAR PRADESH,KAUSHAMBI,2001,26,23,28,44,9,72,0,727,LOW
598,UTTAR PRADESH,KHIRI,2001,83,90,88,99,24,138,0,2066,LOW
599,UTTAR PRADESH,KUSHI NAGAR,2001,7,20,18,19,35,14,0,357,LOW
600,UTTAR PRADESH,LALITPUR,2001,20,5,10,26,9,31,0,369,LOW
601,UTTAR PRADESH,LUCKNOW,2001,62,138,47,103,148,337,0,2399,LOW
602,UTTAR PRADESH,MAHARAJGANJ,2001,13,13,7,13,37,10,0,281,LOW
603,UTTAR PRADESH,MAHOBA,2001,12,7,11,22,3,4,0,255,LOW
604,UTTAR PRADESH,MAINPURI,2001,13,31,42,32,3,63,0,692,LOW
605,UTTAR PRADESH,MATHURA,2001,25,33,21,48,50,77,0,781,LOW
606,UTTAR PRADESH,MAU,2001,17,25,16,33,27,39,0,519,LOW
607,UTTAR PRADESH,MEERUT,2001,28,96,34,59,123,236,0,1556,LOW
608,UTTAR PRADESH,MIRZAPUR,2001,16,6,23,16,21,39,0,421,LOW
609,UTTAR PRADESH,MORADABAD,2001,44,72,45,79,85,207,0,1602,LOW
610,UTTAR PRADESH,MUZAFFARNAGAR,2001,54,67,24,51,33,265,0,1506,LOW
611,UTTAR PRADESH,PILIBHIT,2001,64,47,44,50,20,195,0,1460,LOW
612,UTTAR PRADESH,PRATAPGARH,2001,18,35,33,21,9,44,0,624,LOW
613,UTTAR PRADESH,RAIBAREILLY,2001,58,50,29,57,17,137,0,1242,LOW
614,UTTAR PRADESH,RAMPUR,2001,22,27,18,11,0,49,0,501,LOW
615,UTTAR PRADESH,SAHARANPUR,2001,41,52,21,45,96,196,0,1244,LOW
616,UTTAR PRADESH,SANT KABIRNAGAR,2001,9,16,7,11,6,26,0,260,LOW
617,UTTAR PRADESH,SHAHJAHANPUR,2001,55,68,66,61,21,146,0,1549,LOW
618,UTTAR PRADESH,SHRAWASTI,2001,13,18,4,16,8,18,0,279,LOW
619,UTTAR PRADESH,SIDHARTHNAGAR,2001,12,24,13,20,3,28,0,377,LOW
620,UTTAR PRADESH,SITAPUR,2001,85,47,82,71,35,106,0,1735,LOW
621,UTTAR PRADESH,SONBHADRA,2001,5,6,12,9,4,5,0,172,LOW
622,UTTAR PRADESH,ST.RAVIDASNAGAR,2001,1,7,9,3,3,23,0,147,LOW
623,UTTAR PRADESH,SULTANPUR,2001,29,35,38,34,17,153,0,996,LOW
624,UTTAR PRADESH,UNNAO,2001,53,79,63,100,12,168,0,1713,LOW
625,UTTAR PRADESH,VARANASI,2001,27,35,31,19,90,119,0,900,LOW
626,UTTARAKHAND,ALMORA,2001,4,1,3,5,0,5,0,75,LOW
627,UTTARAKHAND,BAGESHWAR,2001,1,4,8,1,0,0,0,74,LOW
628,UTTARAKHAND,CHAMOLI,2001,3,3,3,10,0,1,0,83,LOW
629,UTTARAKHAND,CHAMPAWAT,2001,0,3,0,7,0,5,0,43,LOW
630,UTTARAKHAND,DEHRADUN,2001,12,48,4,13,19,85,0,528,LOW
631,UTTARAKHAND,HARIDWAR,2001,13,23,10,21,33,105,0,549,LOW
632,UTTARAKHAND,NAINITAL,2001,5,0,5,11,3,29,0,159,LOW
633,UTTARAKHAND,PAURI GARHWAL,2001,7,7,5,4,1,7,0,134,LOW
634,UTTARAKHAND,PITHORAGARH,2001,7,0,2,6,4,10,0,103,LOW
635,UTTARAKHAND,RUDRA PRAYAG,2001,2,0,3,3,1,2,0,46,LOW
636,UTTARAKHAND,TEHRI GARHWAL,2001,2,5,2,3,0,8,0,71,LOW
637,UTTARAKHAND,UDHAMSINGH NAGAR,2001,10,29,10,7,22,31,0,351,LOW
638,UTTARAKHAND,UTTARKASHI,2001,8,3,1,12,1,13,0,137,LOW
639,WEST BENGAL,24 PARGANAS NORTH,2001,53,63,23,63,0,447,0,1844,LOW
640,WEST BENGAL,24 PARGANAS SOUTH,2001,47,52,48,54,0,480,0,1947,LOW
641,WEST BENGAL,ASANSOL,2001,0,0,1,0,0,32,0,70,LOW
642,WEST BENGAL,BANKURA,2001,26,5,22,28,0,78,0,574,LOW
643,WEST BENGAL,BIRBHUM,2001,43,28,4,43,0,151,0,868,LOW
644,WEST BENGAL,BURDWAN,2001,46,32,32,85,0,296,0,1489,LOW
645,WEST BENGAL,COOCHBEHAR,2001,36,41,6,44,0,146,0,876,LOW
646,WEST BENGAL,DAKSHIN DINAJPUR,2001,10,28,4,37,0,101,0,519,LOW
647,WEST BENGAL,DARJEELING,2001,20,20,2,26,0,56,1,427,LOW
648,WEST BENGAL,HOOGHLY,2001,29,38,10,39,0,372,0,1276,LOW
649,WEST BENGAL,HOWRAH,2001,2,5,8,13,0,43,0,207,LOW
650,WEST BENGAL,HOWRAH CITY,2001,7,10,5,6,0,84,0,305,LOW
651,WEST BENGAL,HOWRAH G.R.P.,2001,1,4,0,9,1,0,0,51,LOW
652,WEST BENGAL,JALPAIGURI,2001,54,24,2,47,0,150,0,927,LOW
653,WEST BENGAL,KOLKATA,2001,19,78,6,165,37,207,2,1437,LOW
654,WEST BENGAL,MALDA,2001,40,23,5,48,0,92,0,730,LOW
655,WEST BENGAL,MIDNAPUR,2001,84,74,58,54,1,470,0,2335,LOW
656,WEST BENGAL,MURSHIDABAD,2001,66,46,12,36,2,240,0,1308,LOW
657,WEST BENGAL,NADIA,2001,71,90,10,77,7,252,0,1659,LOW
658,WEST BENGAL,PURULIA,2001,23,15,3,48,0,86,0,555,LOW
